#Coor		Free	+/-		Prob		+/-
3.217000	inf	-nan	0.000000	-nan
3.251000	144.609547	-nan	0.000000	-nan
3.285000	117.794641	-nan	0.000000	-nan
3.319000	83.216616	-nan	0.000000	-nan
3.353000	54.901459	-nan	0.000000	-nan
3.387000	34.582124	-nan	0.000000	-nan
3.421000	19.254295	-nan	0.000000	-nan
3.455000	8.773413	-nan	0.000082	-nan
3.489000	2.651439	-nan	0.037492	-nan
3.523000	0.000000	-nan	0.531433	-nan
3.557000	0.279370	-nan	0.401902	-nan
3.591000	2.925739	-nan	0.028498	-nan
3.625000	6.806491	-nan	0.000588	-nan
3.659000	11.788662	-nan	0.000004	-nan
3.693000	17.334792	-nan	0.000000	-nan
3.727000	22.921665	-nan	0.000000	-nan
3.761000	28.968651	-nan	0.000000	-nan
3.795000	35.076046	-nan	0.000000	-nan
3.829000	41.395980	-nan	0.000000	-nan
3.863000	47.742187	-nan	0.000000	-nan
3.897000	54.472185	-nan	0.000000	-nan
3.931000	59.888282	-nan	0.000000	-nan
3.965000	65.735993	-nan	0.000000	-nan
3.999000	70.502176	-nan	0.000000	-nan
4.033000	75.583052	-nan	0.000000	-nan
4.067000	80.027060	-nan	0.000000	-nan
4.101000	84.490746	-nan	0.000000	-nan
4.135000	88.764639	-nan	0.000000	-nan
4.169000	92.929646	-nan	0.000000	-nan
4.203000	96.771669	-nan	0.000000	-nan
4.237000	100.280890	-nan	0.000000	-nan
4.271000	103.993812	-nan	0.000000	-nan
4.305000	107.285052	-nan	0.000000	-nan
4.339000	110.794318	-nan	0.000000	-nan
4.373000	113.950777	-nan	0.000000	-nan
4.407000	117.165057	-nan	0.000000	-nan
4.441000	120.243556	-nan	0.000000	-nan
4.475000	123.431882	-nan	0.000000	-nan
4.509000	126.409832	-nan	0.000000	-nan
4.543000	129.074739	-nan	0.000000	-nan
4.577000	131.745727	-nan	0.000000	-nan
4.611000	134.356862	-nan	0.000000	-nan
4.645000	136.847604	-nan	0.000000	-nan
4.679000	138.919100	-nan	0.000000	-nan
4.713000	140.829486	-nan	0.000000	-nan
4.747000	142.482824	-nan	0.000000	-nan
4.781000	143.923066	-nan	0.000000	-nan
4.815000	145.296760	-nan	0.000000	-nan
4.849000	146.653304	-nan	0.000000	-nan
4.883000	147.803406	-nan	0.000000	-nan
4.917000	148.625083	-nan	0.000000	-nan
4.951000	149.410842	-nan	0.000000	-nan
4.985000	150.496952	-nan	0.000000	-nan
5.019000	151.171372	-nan	0.000000	-nan
5.053000	151.900383	-nan	0.000000	-nan
5.087000	152.448991	-nan	0.000000	-nan
